Customer_ID,Age,Gender,Income_Level,Marital_Status,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Total_Purchase_Amount,Purchase_Channel,Customer_Satisfaction,Payment_Method,Time_of_Purchase,Discount_Used,Purchase_Intent,Shipping_Preference
87-590-8963,45,Female,High,Married,Peer,Baby Products,$112.69,10.00,"$1,126.90",In-Store,7,Debit Card,8/27/2024,FALSE,Need-based,Standard
47-931-2642,46,Male,Middle,Widowed,Belūsovka,Beauty & Personal Care,$267.85,5.00,"$1,339.25",Online,5,Credit Card,3/20/2024,FALSE,Need-based,Standard
76-501-6422,24,Male,Middle,Divorced,Houston,Home Appliances,$205.36,12.00,"$2,464.32",Online,1,Credit Card,4/27/2024,FALSE,Impulsive,Express
39-274-2175,48,Polygender,High,Divorced,Hengdian,Health Supplements,$79.10,10.00,$791.00,In-Store,9,Debit Card,05/05/2024,TRUE,Need-based,Express
62-493-5282,35,Male,High,Widowed,Shuigou,Health Care,$256.63,12.00,"$3,079.56",In-Store,2,Debit Card,6/16/2024,TRUE,Impulsive,Standard
18-841-7253,50,Female,High,Divorced,Xingxi,Books,$409.98,12.00,"$4,919.76",Mixed,1,PayPal,10/15/2024,TRUE,Wants-based,Express
18-097-5707,34,Male,Middle,Widowed,Dhībīn,Sports & Outdoors,$291.60,2.00,$583.20,In-Store,7,Cash,08/01/2024,FALSE,Need-based,Standard
83-792-5141,50,Female,Middle,Single,Chengguan,Home Appliances,$101.70,7.00,$711.90,Online,2,Debit Card,6/25/2024,FALSE,Wants-based,Standard
65-036-2410,50,Female,Middle,Single,Paris 09,Health Care,$369.73,2.00,$739.46,Online,3,Debit Card,02/04/2024,TRUE,Wants-based,No Preference
67-593-9579,46,Male,Middle,Single,Rozhdestveno,Baby Products,$71.00,12.00,$852.00,Online,9,Cash,6/26/2024,FALSE,Wants-based,No Preference
33-484-6674,47,Male,Middle,Single,Porangatu,Packages),$280.05,10.00,"$2,800.50",In-Store,2,Credit Card,07/06/2024,TRUE,Wants-based,No Preference
65-249-5416,35,Male,High,Widowed,Shalkar,Jewelry & Accessories,$54.71,4.00,$218.84,Mixed,3,PayPal,10/26/2024,TRUE,Need-based,Express
17-328-4678,27,Male,High,Widowed,Quimbaya,Packages),$119.51,11.00,"$1,314.61",Mixed,8,PayPal,05/07/2024,FALSE,Planned,No Preference
00-733-8770,37,Female,High,Single,Narok,Arts & Crafts,$57.50,12.00,$690.00,Online,3,Cash,12/08/2024,TRUE,Impulsive,No Preference
47-501-3435,38,Female,High,Married,Gimcheon,Books,$225.05,5.00,"$1,125.25",Mixed,1,Credit Card,6/27/2024,FALSE,Need-based,No Preference
46-779-7065,41,Female,High,Divorced,Visaginas,Food & Beverages,$441.15,7.00,"$3,088.05",Online,1,Debit Card,8/31/2024,FALSE,Need-based,No Preference
91-603-1565,48,Male,Middle,Divorced,Shostka,Animal Feed,$481.21,3.00,"$1,443.63",Mixed,1,Credit Card,11/13/2024,FALSE,Wants-based,No Preference
35-122-5020,48,Female,High,Married,Pukekohe East,Arts & Crafts,$102.96,3.00,$308.88,Mixed,7,PayPal,12/19/2024,FALSE,Wants-based,Standard
63-684-4073,45,Female,High,Divorced,Blokdesa Situgede,Electronics,$331.57,11.00,"$3,647.27",Mixed,6,Debit Card,05/06/2024,FALSE,Impulsive,Express
74-483-2893,26,Non-binary,Middle,Widowed,Yueyang,Electronics,$101.29,11.00,"$1,114.19",In-Store,7,Cash,10/30/2024,FALSE,Need-based,No Preference
72-728-4406,50,Female,Middle,Single,Liutan,Packages),$143.52,9.00,"$1,291.68",In-Store,3,Credit Card,04/11/2024,TRUE,Impulsive,Express
13-588-2488,39,Male,Middle,Widowed,Huanggang,Sports & Outdoors,$276.48,3.00,$829.44,Mixed,4,Cash,05/05/2024,FALSE,Need-based,Express
79-861-6506,20,Male,High,Widowed,Baturité,Toys & Games,$352.87,11.00,"$3,881.57",In-Store,6,PayPal,2/19/2024,FALSE,Wants-based,Standard
66-974-6707,48,Male,Middle,Married,Mi’ersi,Mobile Accessories,$228.68,3.00,$686.04,Mixed,4,Debit Card,10/09/2024,TRUE,Planned,Standard
95-112-6724,31,Female,Middle,Divorced,Xuedian,Food & Beverages,$301.39,6.00,"$1,808.34",Online,4,Debit Card,4/21/2024,FALSE,Need-based,No Preference
27-262-6874,25,Female,Middle,Married,Yuyapichis,Books,$473.50,11.00,"$5,208.50",Mixed,3,Other,7/24/2024,FALSE,Impulsive,Express
92-908-5062,18,Agender,Middle,Single,Shiroishi,Home Appliances,$72.80,11.00,$800.80,In-Store,10,PayPal,8/20/2024,TRUE,Need-based,Express
70-014-6406,18,Male,Middle,Divorced,Kobe,Packages),$171.72,3.00,$515.16,Online,2,PayPal,3/24/2024,FALSE,Impulsive,Standard
52-908-9971,31,Male,Middle,Widowed,Gulou,Software & Apps,$467.50,6.00,"$2,805.00",In-Store,1,PayPal,04/04/2024,FALSE,Planned,No Preference
57-623-5362,43,Genderqueer,High,Married,Jilin,Furniture,$209.79,6.00,"$1,258.74",Mixed,9,Other,9/13/2024,TRUE,Need-based,Standard
48-315-0196,23,Male,Middle,Single,Balboa,Office Supplies,$150.33,9.00,"$1,352.97",In-Store,9,Debit Card,4/24/2024,TRUE,Wants-based,Express
71-959-3896,29,Male,High,Married,Cipari,Luxury Goods,$98.63,7.00,$690.41,Online,3,Other,01/09/2024,FALSE,Planned,Standard
29-987-3969,21,Female,Middle,Divorced,Orlando,Beauty & Personal Care,$193.30,11.00,"$2,126.30",Mixed,1,Other,06/03/2024,TRUE,Planned,No Preference
78-613-1546,49,Female,Middle,Single,Torsby,Luxury Goods,$145.02,7.00,"$1,015.14",In-Store,1,Credit Card,6/23/2024,TRUE,Wants-based,Express
43-664-4451,30,Female,Middle,Divorced,San Pablo,Health Supplements,$294.99,4.00,"$1,179.96",Online,4,PayPal,11/30/2024,FALSE,Need-based,Standard
34-095-3364,31,Polygender,Middle,Divorced,Daszewice,Office Supplies,$305.45,2.00,$610.90,Mixed,1,PayPal,10/24/2024,FALSE,Impulsive,Express
72-393-6893,50,Female,Middle,Widowed,Villa Concepción del Tío,Toys & Games,$432.42,2.00,$864.84,In-Store,8,PayPal,4/21/2024,FALSE,Need-based,Express
73-707-2809,35,Female,Middle,Single,Hacienda La Calera,Gardening & Outdoors,$227.58,11.00,"$2,503.38",Mixed,8,Credit Card,1/23/2024,FALSE,Need-based,Express
04-609-7885,36,Male,Middle,Single,Oslo,Toys & Games,$160.89,10.00,"$1,608.90",Online,6,PayPal,6/23/2024,TRUE,Planned,No Preference
73-139-4306,24,Female,Middle,Married,Puerto López,Luxury Goods,$139.10,7.00,$973.70,Online,3,PayPal,3/20/2024,FALSE,Impulsive,No Preference
23-794-8196,36,Genderfluid,High,Married,Xinchengzi,Furniture,$268.28,9.00,"$2,414.52",Mixed,2,Credit Card,04/09/2024,FALSE,Need-based,Standard
66-050-6391,45,Female,Middle,Single,Tecpán Guatemala,Sports & Outdoors,$64.49,6.00,$386.94,Online,10,Other,10/19/2024,FALSE,Planned,Express
22-311-5460,44,Male,Middle,Widowed,Bronnitsy,Arts & Crafts,$80.17,10.00,$801.70,Online,8,Credit Card,05/10/2024,TRUE,Planned,No Preference
51-917-0766,28,Male,High,Married,Araci,Groceries,$277.52,11.00,"$3,052.72",In-Store,7,PayPal,5/14/2024,TRUE,Need-based,Standard
53-013-1026,40,Male,High,Widowed,Duyure,Health Supplements,$53.67,7.00,$375.69,Online,2,PayPal,4/13/2024,FALSE,Planned,Express
29-779-3457,49,Female,Middle,Widowed,Huangni,Office Supplies,$323.39,10.00,"$3,233.90",In-Store,7,Cash,01/04/2024,TRUE,Need-based,No Preference
18-047-5540,50,Female,High,Single,Kuala Lumpur,Sports & Outdoors,$98.02,5.00,$490.10,In-Store,3,Debit Card,6/30/2024,TRUE,Planned,No Preference
89-438-5310,24,Male,High,Divorced,Seleuš,Travel & Leisure (Flights,$231.26,10.00,"$2,312.60",In-Store,5,Cash,4/30/2024,FALSE,Impulsive,No Preference
23-985-3535,26,Male,High,Single,Monrovia,Food & Beverages,$382.49,6.00,"$2,294.94",In-Store,3,Debit Card,02/01/2024,TRUE,Impulsive,No Preference
67-939-2463,28,Male,Middle,Divorced,Kristinehamn,Travel & Leisure (Flights,$255.42,9.00,"$2,298.78",Mixed,9,PayPal,07/01/2024,TRUE,Impulsive,Standard
03-623-6767,48,Female,Middle,Single,Huancabamba,Toys & Games,$423.23,12.00,"$5,078.76",In-Store,7,Debit Card,11/05/2024,FALSE,Planned,Standard
86-749-6914,47,Male,Middle,Single,San José Acatempa,Beauty & Personal Care,$276.08,4.00,"$1,104.32",Mixed,10,Credit Card,1/29/2024,FALSE,Need-based,No Preference
03-977-8103,25,Male,Middle,Widowed,Quebrada Canoa,Books,$333.56,3.00,"$1,000.68",Mixed,2,Other,10/25/2024,TRUE,Impulsive,No Preference
03-827-4021,39,Male,High,Divorced,Moate,Groceries,$129.82,12.00,"$1,557.84",Mixed,1,Cash,06/03/2024,FALSE,Impulsive,Standard
68-507-4747,41,Female,High,Widowed,Kubangwaru,Clothing,$278.78,3.00,$836.34,Mixed,1,Credit Card,6/14/2024,TRUE,Wants-based,Standard
73-942-8440,37,Male,Middle,Married,Марино,Gardening & Outdoors,$112.55,5.00,$562.75,In-Store,1,Credit Card,10/22/2024,TRUE,Planned,Standard
21-821-6398,50,Female,Middle,Divorced,Xinquan,Toys & Games,$142.02,7.00,$994.14,In-Store,9,Cash,07/09/2024,TRUE,Impulsive,Standard
64-641-7874,33,Female,High,Widowed,Providence,Packages),$481.84,10.00,"$4,818.40",In-Store,1,Cash,8/14/2024,FALSE,Wants-based,Express
53-459-7870,50,Agender,High,Divorced,Autun,Packages),$165.01,10.00,"$1,650.10",Mixed,5,PayPal,4/17/2024,TRUE,Impulsive,No Preference
36-240-3240,25,Male,Middle,Divorced,Shilin,Baby Products,$56.85,5.00,$284.25,Online,1,Cash,11/16/2024,TRUE,Wants-based,Standard
54-936-4361,34,Agender,High,Single,Paris 17,Hotels,$182.89,2.00,$365.78,Mixed,9,PayPal,08/12/2024,FALSE,Wants-based,Express
67-209-0990,39,Male,High,Widowed,Stoczek Łukowski,Books,$373.01,5.00,"$1,865.05",In-Store,4,PayPal,7/27/2024,FALSE,Impulsive,Express
19-667-0201,41,Male,Middle,Single,Ormstown,Home Appliances,$220.77,7.00,"$1,545.39",Online,1,Debit Card,4/15/2024,TRUE,Need-based,Standard
36-274-5269,27,Male,Middle,Married,Ponte,Hotels,$291.09,11.00,"$3,201.99",Online,9,PayPal,10/06/2024,TRUE,Need-based,No Preference
09-948-3150,23,Agender,High,Married,Boshkengash,Software & Apps,$414.06,9.00,"$3,726.54",Mixed,4,PayPal,11/26/2024,TRUE,Planned,Express
19-873-9468,37,Male,Middle,Widowed,Đạ Tẻh,Animal Feed,$408.51,9.00,"$3,676.59",Online,7,Credit Card,5/26/2024,TRUE,Wants-based,Express
37-748-4988,21,Male,Middle,Married,Radā‘,Furniture,$103.40,9.00,$930.60,In-Store,9,Debit Card,11/04/2024,TRUE,Planned,Standard
08-755-1170,47,Male,Middle,Single,Sinarwangi,Furniture,$67.92,3.00,$203.76,In-Store,8,Cash,10/18/2024,FALSE,Impulsive,Express
07-402-7433,42,Agender,Middle,Single,Dagup,Health Supplements,$354.16,8.00,"$2,833.28",In-Store,3,Credit Card,6/13/2024,TRUE,Planned,Express
60-073-3575,30,Male,Middle,Widowed,Ełk,Books,$276.77,2.00,$553.54,Mixed,2,Cash,03/03/2024,TRUE,Wants-based,No Preference
97-237-3483,49,Male,Middle,Single,Moju,Health Care,$190.25,6.00,"$1,141.50",Mixed,9,PayPal,06/03/2024,FALSE,Planned,Express
93-675-1619,28,Female,Middle,Married,Vília,Animal Feed,$203.49,7.00,"$1,424.43",In-Store,8,Cash,08/10/2024,FALSE,Need-based,Express
43-884-2577,24,Male,Middle,Single,Prince Rupert,Health Supplements,$263.50,6.00,"$1,581.00",Mixed,8,Debit Card,11/18/2024,FALSE,Planned,Standard
33-200-7615,40,Female,High,Divorced,Jiangmen,Arts & Crafts,$247.30,2.00,$494.60,In-Store,1,Credit Card,02/08/2024,TRUE,Wants-based,No Preference
63-631-8261,18,Male,High,Married,Alung,Toys & Games,$50.71,12.00,$608.52,Online,9,Debit Card,3/17/2024,TRUE,Wants-based,No Preference
34-016-7909,42,Male,High,Married,Osorno,Office Supplies,$131.85,4.00,$527.40,Mixed,5,Debit Card,01/04/2024,TRUE,Need-based,No Preference
82-304-6495,19,Male,High,Married,Labo,Beauty & Personal Care,$459.39,6.00,"$2,756.34",Mixed,4,Credit Card,9/29/2024,FALSE,Planned,No Preference
70-207-6999,36,Female,High,Divorced,Dakingari,Office Supplies,$383.33,6.00,"$2,299.98",Online,3,Credit Card,08/05/2024,FALSE,Planned,Standard
71-780-8195,26,Female,High,Widowed,Selasari,Toys & Games,$212.08,8.00,"$1,696.64",In-Store,9,Credit Card,05/07/2024,FALSE,Need-based,Standard
93-356-8589,35,Female,High,Married,Besko,Arts & Crafts,$370.73,7.00,"$2,595.11",Online,9,Debit Card,8/18/2024,FALSE,Need-based,No Preference
92-142-9480,39,Male,High,Divorced,Aubergenville,Clothing,$319.66,7.00,"$2,237.62",Mixed,10,Debit Card,2/18/2024,FALSE,Wants-based,Express
53-042-5685,44,Female,Middle,Widowed,Sula,Jewelry & Accessories,$373.05,3.00,"$1,119.15",In-Store,10,Cash,3/14/2024,FALSE,Planned,Standard
35-853-2222,19,Female,High,Married,Valongo,Sports & Outdoors,$393.78,6.00,"$2,362.68",Online,5,Other,3/25/2024,TRUE,Need-based,No Preference
83-670-9273,27,Female,High,Widowed,Al Khānkah,Clothing,$245.04,4.00,$980.16,Online,6,Other,12/03/2024,TRUE,Need-based,Standard
37-783-6086,26,Female,High,Divorced,Mértola,Beauty & Personal Care,$111.27,3.00,$333.81,Online,10,PayPal,5/13/2024,FALSE,Impulsive,No Preference
79-902-8144,26,Female,High,Single,Rates,Baby Products,$93.29,11.00,"$1,026.19",Online,7,Other,7/25/2024,TRUE,Impulsive,No Preference
41-009-7879,27,Female,High,Married,Anyang,Hotels,$156.50,5.00,$782.50,Mixed,3,Other,01/10/2024,TRUE,Wants-based,Standard
89-302-8461,37,Male,Middle,Single,Nymburk,Packages),$290.11,8.00,"$2,320.88",Mixed,4,PayPal,10/30/2024,FALSE,Impulsive,No Preference
23-066-1915,23,Female,Middle,Single,Jiangcun,Software & Apps,$355.28,3.00,"$1,065.84",Mixed,4,Credit Card,9/17/2024,TRUE,Planned,No Preference
39-090-0124,31,Bigender,Middle,Single,Tafo,Gardening & Outdoors,$73.74,7.00,$516.18,Online,3,Other,8/17/2024,FALSE,Wants-based,Standard
41-854-0707,21,Female,Middle,Widowed,Cibaregbeg,Sports & Outdoors,$170.35,10.00,"$1,703.50",In-Store,10,Cash,06/03/2024,TRUE,Need-based,Standard
04-352-1558,36,Female,High,Single,Wang Yang,Home Appliances,$123.70,6.00,$742.20,Online,5,Other,7/28/2024,FALSE,Impulsive,Express
93-867-8303,21,Female,Middle,Single,Liangnong,Gardening & Outdoors,$201.60,9.00,"$1,814.40",In-Store,4,PayPal,10/24/2024,FALSE,Impulsive,Express
31-088-6950,27,Female,Middle,Single,Hengshi,Furniture,$116.14,11.00,"$1,277.54",Mixed,8,Credit Card,04/01/2024,FALSE,Wants-based,Express
43-616-8365,29,Female,Middle,Single,Kandangan,Jewelry & Accessories,$483.38,9.00,"$4,350.42",Online,3,Other,06/09/2024,FALSE,Need-based,Standard
71-876-9118,24,Male,Middle,Single,Naranjal,Health Supplements,$418.62,9.00,"$3,767.58",In-Store,9,Other,11/14/2024,TRUE,Need-based,Standard
18-263-0366,33,Female,Middle,Divorced,Abiko,Books,$139.83,12.00,"$1,677.96",Online,1,Cash,10/08/2024,FALSE,Impulsive,Express
25-502-1415,38,Female,High,Married,Longhuashan,Arts & Crafts,$54.17,4.00,$216.68,Mixed,2,Credit Card,01/11/2024,FALSE,Planned,No Preference
50-000-9588,47,Male,High,Divorced,Zhovkva,Jewelry & Accessories,$437.59,10.00,"$4,375.90",In-Store,4,Credit Card,2/26/2024,TRUE,Impulsive,Express
32-338-5967,32,Male,Middle,Widowed,Lebak,Hotels,$113.57,5.00,$567.85,Online,1,Cash,11/01/2024,FALSE,Wants-based,Standard
19-311-9149,21,Bigender,High,Single,Gereshk,Packages),$305.54,6.00,"$1,833.24",In-Store,5,Other,3/28/2024,TRUE,Wants-based,No Preference
94-212-7169,23,Female,High,Divorced,Yonghe,Food & Beverages,$339.12,2.00,$678.24,In-Store,5,PayPal,01/08/2024,FALSE,Impulsive,No Preference
17-246-6194,45,Non-binary,Middle,Divorced,Dabai,Jewelry & Accessories,$323.40,11.00,"$3,557.40",Mixed,8,Credit Card,2/28/2024,TRUE,Need-based,Standard
26-672-1285,24,Genderfluid,Middle,Married,Moutnice,Clothing,$472.61,9.00,"$4,253.49",In-Store,4,PayPal,9/15/2024,TRUE,Impulsive,Express
00-265-0556,20,Female,Middle,Widowed,Qiryat Yam,Furniture,$68.02,10.00,$680.20,Online,6,Credit Card,11/01/2024,TRUE,Need-based,Express
76-397-3294,27,Male,High,Single,Pirané,Toys & Games,$199.44,7.00,"$1,396.08",Online,3,Cash,7/14/2024,FALSE,Need-based,Standard
43-612-8079,47,Male,High,Divorced,Colima,Sports & Outdoors,$250.73,4.00,"$1,002.92",Online,10,Cash,4/24/2024,FALSE,Planned,No Preference
17-213-2834,34,Male,Middle,Single,Marshintsy,Clothing,$372.49,12.00,"$4,469.88",Online,5,Debit Card,8/22/2024,TRUE,Planned,No Preference
36-214-1586,41,Male,High,Widowed,Halinów,Books,$186.85,2.00,$373.70,Online,8,Other,2/20/2024,TRUE,Impulsive,Express
32-414-1466,26,Male,High,Widowed,Hallsberg,Sports & Outdoors,$73.32,10.00,$733.20,In-Store,1,Debit Card,1/27/2024,TRUE,Wants-based,Standard
12-699-6543,49,Male,Middle,Widowed,Celso Ramos,Clothing,$214.59,6.00,"$1,287.54",Online,8,Other,02/09/2024,TRUE,Wants-based,Standard
83-427-3218,47,Female,Middle,Widowed,White River,Furniture,$467.32,12.00,"$5,607.84",In-Store,4,PayPal,1/28/2024,FALSE,Need-based,No Preference
61-663-9008,18,Male,Middle,Married,Taishihe,Travel & Leisure (Flights,$475.65,4.00,"$1,902.60",In-Store,6,PayPal,6/23/2024,TRUE,Wants-based,Express
86-917-7481,48,Female,Middle,Widowed,Shanghu,Animal Feed,$161.38,11.00,"$1,775.18",Mixed,10,Debit Card,8/20/2024,TRUE,Impulsive,Standard
66-086-2306,19,Male,Middle,Single,Brandsen,Baby Products,$249.78,4.00,$999.12,In-Store,1,PayPal,11/24/2024,FALSE,Wants-based,No Preference
43-671-9834,39,Female,Middle,Divorced,Ranot,Clothing,$149.88,9.00,"$1,348.92",Mixed,10,Debit Card,4/19/2024,FALSE,Impulsive,Standard
90-888-8726,48,Female,High,Divorced,Saint-Jouan-des-Guérets,Jewelry & Accessories,$347.09,5.00,"$1,735.45",In-Store,1,Other,1/26/2024,FALSE,Planned,No Preference
23-085-0811,43,Female,High,Widowed,Da’an,Health Care,$345.49,9.00,"$3,109.41",Mixed,10,PayPal,09/06/2024,TRUE,Impulsive,Express
85-192-9218,31,Female,High,Divorced,Kisovec,Health Care,$297.24,2.00,$594.48,Mixed,9,PayPal,6/29/2024,TRUE,Planned,Express
82-671-7236,28,Female,Middle,Divorced,Ābdānān,Home Appliances,$494.34,12.00,"$5,932.08",Online,8,Debit Card,03/03/2024,FALSE,Wants-based,Express
42-674-3987,29,Genderqueer,Middle,Married,Dafeng,Animal Feed,$443.52,5.00,"$2,217.60",In-Store,7,Cash,05/10/2024,TRUE,Need-based,Standard
41-934-7739,45,Genderfluid,Middle,Divorced,Campo Maior,Jewelry & Accessories,$457.18,7.00,"$3,200.26",In-Store,6,Other,8/20/2024,TRUE,Wants-based,Express
48-825-0400,38,Male,Middle,Single,Sävedalen,Books,$407.88,4.00,"$1,631.52",In-Store,10,Cash,11/11/2024,FALSE,Planned,Standard
30-133-5120,30,Male,Middle,Widowed,Brikcha,Books,$448.68,8.00,"$3,589.44",In-Store,3,Debit Card,5/25/2024,TRUE,Wants-based,Express
29-827-8515,40,Female,High,Widowed,Xidianzi,Electronics,$255.96,7.00,"$1,791.72",Online,10,Cash,12/23/2024,FALSE,Need-based,No Preference
91-724-4633,45,Male,Middle,Married,La Unión,Luxury Goods,$146.07,7.00,"$1,022.49",In-Store,6,Credit Card,07/07/2024,TRUE,Need-based,Standard
10-328-5732,44,Female,High,Single,Kliteh,Health Supplements,$311.90,4.00,"$1,247.60",In-Store,6,Credit Card,12/30/2024,FALSE,Planned,No Preference
38-912-1128,38,Female,Middle,Widowed,Béja,Gardening & Outdoors,$301.60,4.00,"$1,206.40",Mixed,10,Credit Card,03/11/2024,FALSE,Impulsive,Standard
07-751-9620,23,Polygender,Middle,Widowed,Ferreira do Alentejo,Software & Apps,$297.45,3.00,$892.35,Mixed,7,Debit Card,07/07/2024,FALSE,Planned,No Preference
81-877-9170,30,Genderqueer,High,Widowed,Gegernoong,Sports & Outdoors,$157.26,3.00,$471.78,Online,1,Cash,7/24/2024,FALSE,Need-based,Standard
19-885-2597,42,Male,High,Widowed,La Montañita,Health Supplements,$239.46,3.00,$718.38,Mixed,8,Other,08/04/2024,TRUE,Planned,Standard
82-389-2029,28,Female,High,Widowed,Sarishābāri,Gardening & Outdoors,$240.82,10.00,"$2,408.20",Mixed,3,PayPal,01/02/2024,TRUE,Planned,No Preference
97-463-0048,44,Female,Middle,Single,Mangge,Sports & Outdoors,$302.07,6.00,"$1,812.42",Mixed,5,Other,04/09/2024,TRUE,Planned,Express
91-572-6135,45,Male,Middle,Widowed,Chabařovice,Software & Apps,$367.99,2.00,$735.98,Online,2,Debit Card,10/15/2024,FALSE,Planned,Express
10-232-0685,46,Female,High,Married,Yangping,Groceries,$359.75,7.00,"$2,518.25",In-Store,6,Other,1/23/2024,FALSE,Wants-based,Standard
77-761-7475,28,Female,Middle,Divorced,Berezna,Packages),$204.44,2.00,$408.88,Mixed,3,Debit Card,12/01/2024,FALSE,Impulsive,Standard
78-826-3039,27,Male,High,Single,Vidual,Gardening & Outdoors,$228.93,7.00,"$1,602.51",Online,2,PayPal,2/19/2024,TRUE,Impulsive,Express
86-668-1045,20,Female,High,Single,Paris 17,Office Supplies,$355.31,11.00,"$3,908.41",Online,2,Debit Card,8/19/2024,FALSE,Impulsive,Express
14-603-9698,40,Male,High,Married,Hultsfred,Animal Feed,$334.67,12.00,"$4,016.04",In-Store,5,Debit Card,11/18/2024,TRUE,Need-based,Standard
23-752-2213,36,Male,Middle,Widowed,Níkaia,Books,$182.72,5.00,$913.60,Online,7,Other,06/04/2024,FALSE,Impulsive,No Preference
71-486-8561,43,Male,High,Widowed,Macayug,Jewelry & Accessories,$260.22,11.00,"$2,862.42",In-Store,5,Credit Card,11/20/2024,FALSE,Need-based,Express
76-382-7162,26,Female,High,Single,Mahanoro,Food & Beverages,$454.93,8.00,"$3,639.44",Online,7,Debit Card,4/21/2024,FALSE,Wants-based,No Preference
28-947-4295,29,Male,Middle,Widowed,Mozdok,Beauty & Personal Care,$325.42,11.00,"$3,579.62",In-Store,1,Other,10/20/2024,TRUE,Impulsive,Express
84-765-0748,34,Female,Middle,Widowed,Hoolt,Jewelry & Accessories,$351.36,2.00,$702.72,In-Store,6,Other,02/09/2024,FALSE,Need-based,Standard
54-207-8349,40,Male,High,Single,San Luis,Baby Products,$333.63,8.00,"$2,669.04",Mixed,2,Other,12/05/2024,FALSE,Need-based,Express
20-419-0341,42,Female,High,Married,Pergan,Beauty & Personal Care,$469.90,4.00,"$1,879.60",Mixed,7,Cash,6/28/2024,FALSE,Planned,No Preference
52-005-9914,28,Male,High,Married,Kanoni,Mobile Accessories,$207.52,4.00,$830.08,In-Store,8,Debit Card,08/06/2024,FALSE,Impulsive,No Preference
34-846-7805,49,Male,High,Single,Gromadka,Toys & Games,$125.89,7.00,$881.23,In-Store,6,Debit Card,11/22/2024,FALSE,Wants-based,No Preference
26-596-5461,46,Female,High,Single,Payapa,Electronics,$170.77,9.00,"$1,536.93",Online,1,Credit Card,08/04/2024,FALSE,Impulsive,No Preference
20-157-8631,44,Female,High,Divorced,Rat Burana,Electronics,$63.91,2.00,$127.82,Online,6,Cash,01/12/2024,FALSE,Planned,No Preference
91-199-9097,29,Male,High,Married,Trhové Sviny,Clothing,$340.55,7.00,"$2,383.85",In-Store,7,Credit Card,11/19/2024,FALSE,Planned,Express
55-846-2579,47,Male,Middle,Divorced,Kiev,Software & Apps,$378.14,6.00,"$2,268.84",Mixed,6,PayPal,09/04/2024,FALSE,Wants-based,Standard
83-455-7266,37,Female,Middle,Married,Créteil,Toys & Games,$235.84,9.00,"$2,122.56",Mixed,3,Cash,08/03/2024,FALSE,Planned,No Preference
67-599-9267,47,Male,High,Widowed,Lomintsevskiy,Arts & Crafts,$164.44,5.00,$822.20,In-Store,10,Other,04/08/2024,FALSE,Impulsive,No Preference
41-501-9276,24,Male,High,Married,Monchegorsk,Sports & Outdoors,$455.81,3.00,"$1,367.43",Online,6,Debit Card,4/21/2024,FALSE,Wants-based,Express
99-509-4653,36,Male,High,Widowed,Olavarría,Health Care,$298.32,7.00,"$2,088.24",In-Store,8,Other,6/17/2024,TRUE,Wants-based,Standard
31-284-5722,36,Female,High,Single,Jianshan,Hotels,$351.71,7.00,"$2,461.97",In-Store,6,Other,3/19/2024,TRUE,Need-based,Standard
88-000-9227,49,Male,Middle,Divorced,Shreveport,Toys & Games,$393.48,11.00,"$4,328.28",In-Store,10,Other,8/13/2024,TRUE,Need-based,Standard
52-726-9328,19,Genderfluid,High,Single,Pingzhuang,Office Supplies,$241.72,6.00,"$1,450.32",Mixed,8,Debit Card,5/29/2024,FALSE,Planned,Express
60-198-5417,27,Female,High,Single,Celso Ramos,Software & Apps,$280.20,3.00,$840.60,In-Store,7,Other,12/03/2024,FALSE,Need-based,No Preference
00-107-4749,36,Female,Middle,Single,Merlo,Health Supplements,$178.04,5.00,$890.20,Mixed,10,Credit Card,9/19/2024,TRUE,Impulsive,Express
88-428-8409,37,Male,High,Married,Ziniaré,Packages),$347.99,5.00,"$1,739.95",Mixed,1,PayPal,3/22/2024,TRUE,Planned,Standard
21-313-7424,45,Female,Middle,Single,Zduńska Wola,Office Supplies,$343.81,3.00,"$1,031.43",In-Store,7,Credit Card,2/22/2024,FALSE,Need-based,Standard
79-973-7862,47,Female,Middle,Married,Mount Ayliff,Animal Feed,$105.29,7.00,$737.03,In-Store,1,Cash,12/25/2024,FALSE,Need-based,Express
81-814-3498,32,Male,Middle,Single,Pīrgaaj,Hotels,$483.66,3.00,"$1,450.98",Online,1,Other,8/27/2024,FALSE,Impulsive,Standard
34-375-8138,48,Male,Middle,Married,Zbraslavice,Home Appliances,$69.41,8.00,$555.28,Mixed,9,Cash,1/28/2024,FALSE,Wants-based,Standard
05-067-9686,20,Genderfluid,High,Single,Xilu,Toys & Games,$207.18,11.00,"$2,278.98",Online,5,PayPal,11/16/2024,FALSE,Wants-based,Standard
61-951-7929,32,Male,Middle,Divorced,Bamut,Health Supplements,$454.15,11.00,"$4,995.65",In-Store,8,Cash,12/08/2024,TRUE,Planned,Express
53-667-0793,25,Male,High,Widowed,La Tour-du-Pin,Groceries,$113.01,11.00,"$1,243.11",In-Store,1,Credit Card,5/15/2024,FALSE,Impulsive,Express
61-212-1117,42,Male,Middle,Divorced,Pader Palwo,Packages),$419.13,4.00,"$1,676.52",Mixed,1,Cash,08/03/2024,FALSE,Wants-based,Express
