Customer_ID,Age,Gender,Marital_Status,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Total_Purchase_Amount,Purchase_Channel,Customer_Satisfaction,Time_of_Purchase,Purchase_Intent,Shipping_Preference
73-139-4306,24,Female,Married,Hillcrest,Luxury Goods,$139.10,7,$973.70,Online,3,3/20/2024,Impulsive,No Preference
23-794-8196,36,Genderfluid,Married,Ridgewood,Furniture,$268.28,9,"$2,414.52",Mixed,2,04/09/2024,Need-based,Standard
66-050-6391,45,Female,Single,Brookhurst,Sports & Outdoors,$64.49,6,$386.94,Online,10,10/19/2024,Planned,Express
22-311-5460,44,Male,Widowed,Summitwood,Arts & Crafts,$80.17,10,$801.70,Online,8,05/10/2024,Planned,No Preference
51-917-0766,28,Male,Married,Northpoint,Groceries,$277.52,11,"$3,052.72",In-Store,7,5/14/2024,Need-based,Standard
53-013-1026,40,Male,Widowed,Summerfield,Health Supplements,$53.67,7,$375.69,Online,2,4/13/2024,Planned,Express
29-779-3457,49,Female,Widowed,Lakeshore,Office Supplies,$323.39,10,"$3,233.90",In-Store,7,01/04/2024,Need-based,No Preference
18-047-5540,50,Female,Single,Windmere,Sports & Outdoors,$98.02,5,$490.10,In-Store,3,6/30/2024,Planned,No Preference
89-438-5310,24,Male,Divorced,Glenhaven,Travel & Leisure (Flights,$231.26,10,"$2,312.60",In-Store,5,4/30/2024,Impulsive,No Preference
23-985-3535,26,Male,Single,Starbrook,Food & Beverages,$382.49,6,"$2,294.94",In-Store,3,02/01/2024,Impulsive,No Preference
67-939-2463,28,Male,Divorced,Greenbrook,Travel & Leisure (Flights,$255.42,9,"$2,298.78",Mixed,9,07/01/2024,Impulsive,Standard
03-623-6767,48,Female,Single,Foxdale,Toys & Games,$423.23,12,"$5,078.76",In-Store,7,11/05/2024,Planned,Standard
86-749-6914,47,Male,Single,Brookridge,Beauty & Personal Care,$276.08,4,"$1,104.32",Mixed,10,1/29/2024,Need-based,No Preference
03-977-8103,25,Male,Widowed,Timbercrest,Books,$333.56,3,"$1,000.68",Mixed,2,10/25/2024,Impulsive,No Preference
03-827-4021,39,Male,Divorced,Willowpark,Groceries,$129.82,12,"$1,557.84",Mixed,1,06/03/2024,Impulsive,Standard
68-507-4747,41,Female,Widowed,Fernbrook,Clothing,$278.78,3,$836.34,Mixed,1,6/14/2024,Wants-based,Standard
73-942-8440,37,Male,Married,Oakshire,Gardening & Outdoors,$112.55,5,$562.75,In-Store,1,10/22/2024,Planned,Standard
21-821-6398,50,Female,Divorced,Riverbend,Toys & Games,$142.02,7,$994.14,In-Store,9,07/09/2024,Impulsive,Standard
64-641-7874,33,Female,Widowed,Summerdale,Packages),$481.84,10,"$4,818.40",In-Store,1,8/14/2024,Wants-based,Express
53-459-7870,50,Agender,Divorced,Brightwood,Packages),$165.01,10,"$1,650.10",Mixed,5,4/17/2024,Impulsive,No Preference
36-240-3240,25,Male,Divorced,Auburnwood,Baby Products,$56.85,5,$284.25,Online,1,11/16/2024,Wants-based,Standard
54-936-4361,34,Agender,Single,Maplevale,Hotels,$182.89,2,$365.78,Mixed,9,08/12/2024,Wants-based,Express
67-209-0990,39,Male,Widowed,Chestnutwood,Books,$373.01,5,"$1,865.05",In-Store,4,7/27/2024,Impulsive,Express
19-667-0201,41,Male,Single,Grandvale,Home Appliances,$220.77,7,"$1,545.39",Online,1,4/15/2024,Need-based,Standard
36-274-5269,27,Male,Married,Westwood,Hotels,$291.09,11,"$3,201.99",Online,9,10/06/2024,Need-based,No Preference
09-948-3150,23,Agender,Married,Stonebridge,Software & Apps,$414.06,9,"$3,726.54",Mixed,4,11/26/2024,Planned,Express
19-873-9468,37,Male,Widowed,Hillgrove,Animal Feed,$408.51,9,"$3,676.59",Online,7,5/26/2024,Wants-based,Express
37-748-4988,21,Male,Married,Meadowridge,Furniture,$103.40,9,$930.60,In-Store,9,11/04/2024,Planned,Standard
08-755-1170,47,Male,Single,Birchwood,Furniture,$67.92,3,$203.76,In-Store,8,10/18/2024,Impulsive,Express
07-402-7433,42,Agender,Single,Bayridge,Health Supplements,$354.16,8,"$2,833.28",In-Store,3,6/13/2024,Planned,Express
60-073-3575,30,Male,Widowed,Glenmont,Books,$276.77,2,$553.54,Mixed,2,03/03/2024,Wants-based,No Preference
97-237-3483,49,Male,Single,Springbrook,Health Care,$190.25,6,"$1,141.50",Mixed,9,06/03/2024,Planned,Express
93-675-1619,28,Female,Married,Ashwood,Animal Feed,$203.49,7,"$1,424.43",In-Store,8,08/10/2024,Need-based,Express
43-884-2577,24,Male,Single,Brookview,Health Supplements,$263.50,6,"$1,581.00",Mixed,8,11/18/2024,Planned,Standard
33-200-7615,40,Female,Divorced,Crestbrook,Arts & Crafts,$247.30,2,$494.60,In-Store,1,02/08/2024,Wants-based,No Preference
63-631-8261,18,Male,Married,Baywood,Toys & Games,$50.71,12,$608.52,Online,9,3/17/2024,Wants-based,No Preference
34-016-7909,42,Male,Married,Hawthorne,Office Supplies,$131.85,4,$527.40,Mixed,5,01/04/2024,Need-based,No Preference
82-304-6495,19,Male,Married,Clearbrook,Beauty & Personal Care,$459.39,6,"$2,756.34",Mixed,4,9/29/2024,Planned,No Preference
70-207-6999,36,Female,Divorced,Riverbrook,Office Supplies,$383.33,6,"$2,299.98",Online,3,08/05/2024,Planned,Standard
71-780-8195,26,Female,Widowed,Lakeshore,Toys & Games,$212.08,8,"$1,696.64",In-Store,9,05/07/2024,Need-based,Standard
93-356-8589,35,Female,Married,Windridge,Arts & Crafts,$370.73,7,"$2,595.11",Online,9,8/18/2024,Need-based,No Preference
92-142-9480,39,Male,Divorced,Meadowbrook,Clothing,$319.66,7,"$2,237.62",Mixed,10,2/18/2024,Wants-based,Express
53-042-5685,44,Female,Widowed,Brookside,Jewelry & Accessories,$373.05,3,"$1,119.15",In-Store,10,3/14/2024,Planned,Standard
35-853-2222,19,Female,Married,Timberwood,Sports & Outdoors,$393.78,6,"$2,362.68",Online,5,3/25/2024,Need-based,No Preference
83-670-9273,27,Female,Widowed,Foxwood,Clothing,$245.04,4,$980.16,Online,6,12/03/2024,Need-based,Standard
37-783-6086,26,Female,Divorced,Chestnutvale,Beauty & Personal Care,$111.27,3,$333.81,Online,10,5/13/2024,Impulsive,No Preference
79-902-8144,26,Female,Single,Summitwood,Baby Products,$93.29,11,"$1,026.19",Online,7,7/25/2024,Impulsive,No Preference
41-009-7879,27,Female,Married,Bramblewood,Hotels,$156.50,5,$782.50,Mixed,3,01/10/2024,Wants-based,Standard
89-302-8461,37,Male,Single,Crestvale,Packages),$290.11,8,"$2,320.88",Mixed,4,10/30/2024,Impulsive,No Preference
23-066-1915,23,Female,Single,Windmere,Software & Apps,$355.28,3,"$1,065.84",Mixed,4,9/17/2024,Planned,No Preference
39-090-0124,31,Bigender,Single,Silverwood,Gardening & Outdoors,$73.74,7,$516.18,Online,3,8/17/2024,Wants-based,Standard
41-854-0707,21,Female,Widowed,Rockridge,Sports & Outdoors,$170.35,10,"$1,703.50",In-Store,10,06/03/2024,Need-based,Standard
04-352-1558,36,Female,Single,Willowbrook,Home Appliances,$123.70,6,$742.20,Online,5,7/28/2024,Impulsive,Express
93-867-8303,21,Female,Single,Hillside,Gardening & Outdoors,$201.60,9,"$1,814.40",In-Store,4,10/24/2024,Impulsive,Express
31-088-6950,27,Female,Single,Foxhaven,Furniture,$116.14,11,"$1,277.54",Mixed,8,04/01/2024,Wants-based,Express
43-616-8365,29,Female,Single,Greenbriar,Jewelry & Accessories,$483.38,9,"$4,350.42",Online,3,06/09/2024,Need-based,Standard
71-876-9118,24,Male,Single,Auburnridge,Health Supplements,$418.62,9,"$3,767.58",In-Store,9,11/14/2024,Need-based,Standard
18-263-0366,33,Female,Divorced,Redwood,Books,$139.83,12,"$1,677.96",Online,1,10/08/2024,Impulsive,Express
25-502-1415,38,Female,Married,Birchmont,Arts & Crafts,$54.17,4,$216.68,Mixed,2,01/11/2024,Planned,No Preference
50-000-9588,47,Male,Divorced,Grandbrook,Jewelry & Accessories,$437.59,10,"$4,375.90",In-Store,4,2/26/2024,Impulsive,Express
32-338-5967,32,Male,Widowed,Havenwood,Hotels,$113.57,5,$567.85,Online,1,11/01/2024,Wants-based,Standard
19-311-9149,21,Bigender,Single,Fernridge,Packages),$305.54,6,"$1,833.24",In-Store,5,3/28/2024,Wants-based,No Preference
94-212-7169,23,Female,Divorced,Crestwood,Food & Beverages,$339.12,2,$678.24,In-Store,5,01/08/2024,Impulsive,No Preference
17-246-6194,45,Non-binary,Divorced,Ridgefield,Jewelry & Accessories,$323.40,11,"$3,557.40",Mixed,8,2/28/2024,Need-based,Standard
26-672-1285,24,Genderfluid,Married,Brookhaven,Clothing,$472.61,9,"$4,253.49",In-Store,4,9/15/2024,Impulsive,Express
00-265-0556,20,Female,Widowed,Cedarbrook,Furniture,$68.02,10,$680.20,Online,6,11/01/2024,Need-based,Express
76-397-3294,27,Male,Single,Elmwood,Toys & Games,$199.44,7,"$1,396.08",Online,3,7/14/2024,Need-based,Standard
43-612-8079,47,Male,Divorced,Brightonwood,Sports & Outdoors,$250.73,4,"$1,002.92",Online,10,4/24/2024,Planned,No Preference
17-213-2834,34,Male,Single,Meadowvale,Clothing,$372.49,12,"$4,469.88",Online,5,8/22/2024,Planned,No Preference
36-214-1586,41,Male,Widowed,Northhaven,Books,$186.85,2,$373.70,Online,8,2/20/2024,Impulsive,Express
32-414-1466,26,Male,Widowed,Bayhaven,Sports & Outdoors,$73.32,10,$733.20,In-Store,1,1/27/2024,Wants-based,Standard
12-699-6543,49,Male,Widowed,Riverdale,Clothing,$214.59,6,"$1,287.54",Online,8,02/09/2024,Wants-based,Standard
83-427-3218,47,Female,Widowed,Rockhaven,Furniture,$467.32,12,"$5,607.84",In-Store,4,1/28/2024,Need-based,No Preference
61-663-9008,18,Male,Married,Cedarbridge,Travel & Leisure (Flights,$475.65,4,"$1,902.60",In-Store,6,6/23/2024,Wants-based,Express
86-917-7481,48,Female,Widowed,Brookstone,Animal Feed,$161.38,11,"$1,775.18",Mixed,10,8/20/2024,Impulsive,Standard
66-086-2306,19,Male,Single,Glenridge,Baby Products,$249.78,4,$999.12,In-Store,1,11/24/2024,Wants-based,No Preference
43-671-9834,39,Female,Divorced,Crestpark,Clothing,$149.88,9,"$1,348.92",Mixed,10,4/19/2024,Impulsive,Standard
90-888-8726,48,Female,Divorced,Havenridge,Jewelry & Accessories,$347.09,5,"$1,735.45",In-Store,1,1/26/2024,Planned,No Preference
23-085-0811,43,Female,Widowed,Windfield,Health Care,$345.49,9,"$3,109.41",Mixed,10,09/06/2024,Impulsive,Express
85-192-9218,31,Female,Divorced,Willowvale,Health Care,$297.24,2,$594.48,Mixed,9,6/29/2024,Planned,Express
82-671-7236,28,Female,Divorced,Hawthorn,Home Appliances,$494.34,12,"$5,932.08",Online,8,03/03/2024,Wants-based,Express
42-674-3987,29,Genderqueer,Married,Ashbrook,Animal Feed,$443.52,5,"$2,217.60",In-Store,7,05/10/2024,Need-based,Standard
41-934-7739,45,Genderfluid,Divorced,Copperwood,Jewelry & Accessories,$457.18,7,"$3,200.26",In-Store,6,8/20/2024,Wants-based,Express
48-825-0400,38,Male,Single,Ridgehaven,Books,$407.88,4,"$1,631.52",In-Store,10,11/11/2024,Planned,Standard
30-133-5120,30,Male,Widowed,Oakridge,Books,$448.68,8,"$3,589.44",In-Store,3,5/25/2024,Wants-based,Express
29-827-8515,40,Female,Widowed,Summitfield,Electronics,$255.96,7,"$1,791.72",Online,10,12/23/2024,Need-based,No Preference
91-724-4633,45,Male,Married,Greenbrook,Luxury Goods,$146.07,7,"$1,022.49",In-Store,6,07/07/2024,Need-based,Standard
10-328-5732,44,Female,Single,Brookdale,Health Supplements,$311.90,4,"$1,247.60",In-Store,6,12/30/2024,Planned,No Preference
38-912-1128,38,Female,Widowed,Woodmere,Gardening & Outdoors,$301.60,4,"$1,206.40",Mixed,10,03/11/2024,Impulsive,Standard
07-751-9620,23,Polygender,Widowed,Grandwood,Software & Apps,$297.45,3,$892.35,Mixed,7,07/07/2024,Planned,No Preference
81-877-9170,30,Genderqueer,Widowed,Ashford,Sports & Outdoors,$157.26,3,$471.78,Online,1,7/24/2024,Need-based,Standard
19-885-2597,42,Male,Widowed,Cresthaven,Health Supplements,$239.46,3,$718.38,Mixed,8,08/04/2024,Planned,Standard
82-389-2029,28,Female,Widowed,Starbrook,Gardening & Outdoors,$240.82,10,"$2,408.20",Mixed,3,01/02/2024,Planned,No Preference
97-463-0048,44,Female,Single,Timberwood,Sports & Outdoors,$302.07,6,"$1,812.42",Mixed,5,04/09/2024,Planned,Express
91-572-6135,45,Male,Widowed,Hazelridge,Software & Apps,$367.99,2,$735.98,Online,2,10/15/2024,Planned,Express
10-232-0685,46,Female,Married,Wildbrook,Groceries,$359.75,7,"$2,518.25",In-Store,6,1/23/2024,Wants-based,Standard
77-761-7475,28,Female,Divorced,Maplehurst,Packages),$204.44,2,$408.88,Mixed,3,12/01/2024,Impulsive,Standard
78-826-3039,27,Male,Single,Brookhurst,Gardening & Outdoors,$228.93,7,"$1,602.51",Online,2,2/19/2024,Impulsive,Express
86-668-1045,20,Female,Single,Glenhaven,Office Supplies,$355.31,11,"$3,908.41",Online,2,8/19/2024,Impulsive,Express
14-603-9698,40,Male,Married,Summitwood,Animal Feed,$334.67,12,"$4,016.04",In-Store,5,11/18/2024,Need-based,Standard
23-752-2213,36,Male,Widowed,Valleybrook,Books,$182.72,5,$913.60,Online,7,06/04/2024,Impulsive,No Preference
71-486-8561,43,Male,Widowed,Silverwood,Jewelry & Accessories,$260.22,11,"$2,862.42",In-Store,5,11/20/2024,Need-based,Express
76-382-7162,26,Female,Single,Ridgepoint,Food & Beverages,$454.93,8,"$3,639.44",Online,7,4/21/2024,Wants-based,No Preference
28-947-4295,29,Male,Widowed,Foxbrook,Beauty & Personal Care,$325.42,11,"$3,579.62",In-Store,1,10/20/2024,Impulsive,Express
84-765-0748,34,Female,Widowed,Everwood,Jewelry & Accessories,$351.36,2,$702.72,In-Store,6,02/09/2024,Need-based,Standard
54-207-8349,40,Male,Single,Auburnwood,Baby Products,$333.63,8,"$2,669.04",Mixed,2,12/05/2024,Need-based,Express
20-419-0341,42,Female,Married,Meadowfield,Beauty & Personal Care,$469.90,4,"$1,879.60",Mixed,7,6/28/2024,Planned,No Preference
52-005-9914,28,Male,Married,Crestwood,Mobile Accessories,$207.52,4,$830.08,In-Store,8,08/06/2024,Impulsive,No Preference
34-846-7805,49,Male,Single,Foxdale,Toys & Games,$125.89,7,$881.23,In-Store,6,11/22/2024,Wants-based,No Preference
26-596-5461,46,Female,Single,Lakeside,Electronics,$170.77,9,"$1,536.93",Online,1,08/04/2024,Impulsive,No Preference
20-157-8631,44,Female,Divorced,Willowridge,Electronics,$63.91,2,$127.82,Online,6,01/12/2024,Planned,No Preference
91-199-9097,29,Male,Married,Northgate,Clothing,$340.55,7,"$2,383.85",In-Store,7,11/19/2024,Planned,Express
55-846-2579,47,Male,Divorced,Riverbend,Software & Apps,$378.14,6,"$2,268.84",Mixed,6,09/04/2024,Wants-based,Standard
83-455-7266,37,Female,Married,Starhaven,Toys & Games,$235.84,9,"$2,122.56",Mixed,3,08/03/2024,Planned,No Preference
67-599-9267,47,Male,Widowed,Ashland,Arts & Crafts,$164.44,5,$822.20,In-Store,10,04/08/2024,Impulsive,No Preference
41-501-9276,24,Male,Married,Bramblewood,Sports & Outdoors,$455.81,3,"$1,367.43",Online,6,4/21/2024,Wants-based,Express
99-509-4653,36,Male,Widowed,Clearbrook,Health Care,$298.32,7,"$2,088.24",In-Store,8,6/17/2024,Wants-based,Standard
31-284-5722,36,Female,Single,Birchwood,Hotels,$351.71,7,"$2,461.97",In-Store,6,3/19/2024,Need-based,Standard
88-000-9227,49,Male,Divorced,Northfield,Toys & Games,$393.48,11,"$4,328.28",In-Store,10,8/13/2024,Need-based,Standard
52-726-9328,19,Genderfluid,Single,Auburnwood,Office Supplies,$241.72,6,"$1,450.32",Mixed,8,5/29/2024,Planned,Express
60-198-5417,27,Female,Single,Oakdale,Software & Apps,$280.20,3,$840.60,In-Store,7,12/03/2024,Need-based,No Preference
00-107-4749,36,Female,Single,Westhaven,Health Supplements,$178.04,5,$890.20,Mixed,10,9/19/2024,Impulsive,Express
88-428-8409,37,Male,Married,Hillcrest,Packages),$347.99,5,"$1,739.95",Mixed,1,3/22/2024,Planned,Standard
21-313-7424,45,Female,Single,Brookmere,Office Supplies,$343.81,3,"$1,031.43",In-Store,7,2/22/2024,Need-based,Standard
79-973-7862,47,Female,Married,Chestnutridge,Animal Feed,$105.29,7,$737.03,In-Store,1,12/25/2024,Need-based,Express
81-814-3498,32,Male,Single,Meadowwood,Hotels,$483.66,3,"$1,450.98",Online,1,8/27/2024,Impulsive,Standard
34-375-8138,48,Male,Married,Redfern,Home Appliances,$69.41,8,$555.28,Mixed,9,1/28/2024,Wants-based,Standard
05-067-9686,20,Genderfluid,Single,Timberbrook,Toys & Games,$207.18,11,"$2,278.98",Online,5,11/16/2024,Wants-based,Standard
61-951-7929,32,Male,Divorced,Hillsworth,Health Supplements,$454.15,11,"$4,995.65",In-Store,8,12/08/2024,Planned,Express
53-667-0793,25,Male,Widowed,Grandview,Groceries,$113.01,11,"$1,243.11",In-Store,1,5/15/2024,Impulsive,Express
61-212-1117,42,Male,Divorced,Brookvale,Packages),$419.13,4,"$1,676.52",Mixed,1,08/03/2024,Wants-based,Express
09-443-7536,37,Female,Single,Silverton,Jewelry & Accessories,$183.86,5,$919.30,Mixed,4,10/07/2024,Wants-based,Standard
27-463-5671,21,Genderfluid,Widowed,Willowbrook,Packages),$53.87,10,$538.70,In-Store,10,6/25/2024,Planned,No Preference
53-380-3968,43,Female,Widowed,Greenvale,Food & Beverages,$427.82,9,"$3,850.38",In-Store,2,04/04/2024,Wants-based,No Preference
42-969-0735,29,Female,Divorced,Crestbrook,Packages),$282.82,6,"$1,696.92",In-Store,7,2/29/2024,Wants-based,Standard
12-440-5464,28,Male,Divorced,Woodridge,Electronics,$215.31,7,"$1,507.17",Online,8,04/09/2024,Impulsive,No Preference
33-467-2534,43,Male,Widowed,Auburnridge,Furniture,$183.66,11,"$2,020.26",Online,10,4/18/2024,Planned,No Preference
35-418-0288,48,Female,Divorced,Northgate,Baby Products,$198.73,10,"$1,987.30",In-Store,5,02/02/2024,Impulsive,Standard
33-787-2143,26,Female,Married,Grandhaven,Travel & Leisure (Flights,$265.72,5,"$1,328.60",Mixed,9,4/22/2024,Planned,Express
58-528-6262,42,Male,Married,Brookwood,Software & Apps,$138.35,2,$276.70,Online,2,7/14/2024,Wants-based,No Preference
31-060-2716,27,Male,Divorced,Hawthorne,Groceries,$441.87,3,"$1,325.61",Mixed,10,09/10/2024,Wants-based,No Preference
81-515-5823,40,Female,Married,Clearfield,Clothing,$178.29,4,$713.16,Mixed,10,7/29/2024,Planned,No Preference
90-858-0453,23,Male,Widowed,Copperhill,Sports & Outdoors,$77.08,10,$770.80,Mixed,8,10/15/2024,Impulsive,Standard
28-874-8938,46,Male,Married,Bramblewood,Office Supplies,$266.90,11,"$2,935.90",Mixed,8,07/01/2024,Wants-based,Express
89-625-5542,38,Female,Divorced,Greenbrook,Electronics,$269.84,4,"$1,079.36",In-Store,9,05/04/2024,Wants-based,No Preference
07-966-8728,23,Male,Married,Northpoint,Home Appliances,$334.22,8,"$2,673.76",Online,8,03/02/2024,Need-based,Standard
94-408-2581,40,Female,Married,Brookridge,Travel & Leisure (Flights,$474.56,8,"$3,796.48",In-Store,6,4/17/2024,Planned,Standard
55-301-9368,34,Male,Married,Chestnutvale,Electronics,$360.91,4,"$1,443.64",Mixed,8,8/30/2024,Planned,No Preference
72-336-1992,44,Female,Widowed,Cresthaven,Groceries,$373.49,6,"$2,240.94",Online,10,4/23/2024,Impulsive,Standard
06-008-2805,32,Female,Married,Baywood,Sports & Outdoors,$462.30,5,"$2,311.50",Mixed,4,11/25/2024,Impulsive,Standard
77-178-6086,42,Female,Single,Silverbrook,Toys & Games,$332.67,8,"$2,661.36",In-Store,2,12/11/2024,Impulsive,Express
28-832-2885,22,Female,Divorced,Ridgebrook,Home Appliances,$235.39,9,"$2,118.51",Online,6,5/25/2024,Planned,No Preference
75-210-7391,44,Female,Married,Oakdale,Packages),$269.78,7,"$1,888.46",In-Store,7,7/25/2024,Need-based,No Preference
60-470-3563,29,Male,Married,Maplevale,Gardening & Outdoors,$498.33,2,$996.66,Online,9,05/08/2024,Wants-based,Express
24-241-7171,30,Female,Single,Windmere,Health Supplements,$182.94,7,"$1,280.58",Mixed,7,5/28/2024,Need-based,Express
53-784-1855,19,Female,Divorced,Havenwood,Health Supplements,$121.70,7,$851.90,Mixed,5,6/24/2024,Planned,Standard
83-561-3374,45,Female,Widowed,Starhaven,Software & Apps,$489.27,4,"$1,957.08",Mixed,3,1/13/2024,Wants-based,Standard
96-121-0629,38,Male,Married,Willowfield,Software & Apps,$303.93,6,"$1,823.58",Mixed,10,3/13/2024,Need-based,No Preference
00-275-9990,24,Female,Married,Windridge,Food & Beverages,$302.74,11,"$3,330.14",Mixed,6,6/28/2024,Wants-based,Express
36-593-2907,42,Genderqueer,Single,Meadowbrook,Beauty & Personal Care,$157.21,11,"$1,729.31",Online,3,4/30/2024,Wants-based,Express
22-692-3470,46,Female,Widowed,Crestwood,Sports & Outdoors,$159.45,2,$318.90,Online,5,6/14/2024,Impulsive,Standard
90-322-7329,44,Female,Widowed,Bramblefield,Luxury Goods,$312.93,2,$625.86,In-Store,7,08/04/2024,Wants-based,No Preference
28-395-9872,38,Male,Married,Redwood,Hotels,$65.68,4,$262.72,In-Store,8,05/07/2024,Impulsive,Standard
79-297-1061,44,Male,Single,Ridgefield,Software & Apps,$61.86,5,$309.30,In-Store,8,11/15/2024,Need-based,Standard
93-649-9356,18,Female,Single,Riverbrook,Electronics,$343.77,6,"$2,062.62",Mixed,4,2/16/2024,Impulsive,No Preference
27-543-7069,37,Male,Divorced,Meadowvale,Home Appliances,$107.21,2,$214.42,Online,9,08/05/2024,Planned,Standard
96-079-9597,31,Genderfluid,Single,Cedarfield,Home Appliances,$148.98,12,"$1,787.76",Online,8,08/11/2024,Wants-based,Standard
38-940-4942,22,Female,Widowed,Auburnwood,Health Care,$490.41,4,"$1,961.64",Mixed,2,12/15/2024,Planned,Express
82-014-2564,33,Male,Married,Clearbrook,Groceries,$461.34,4,"$1,845.36",In-Store,9,03/06/2024,Wants-based,Express
70-699-5799,20,Female,Single,Westwood,Office Supplies,$338.89,7,"$2,372.23",In-Store,6,5/21/2024,Wants-based,Express
53-240-2040,26,Male,Married,Timberwood,Gardening & Outdoors,$222.63,3,$667.89,Mixed,2,3/23/2024,Impulsive,Express
27-742-2776,26,Male,Married,Brookside,Toys & Games,$71.95,2,$143.90,Mixed,10,9/22/2024,Planned,No Preference
55-620-7906,21,Male,Divorced,Grandwood,Software & Apps,$264.52,9,"$2,380.68",Online,10,04/02/2024,Planned,No Preference
04-213-4617,43,Male,Divorced,Lakeside,Food & Beverages,$414.80,9,"$3,733.20",Mixed,9,1/30/2024,Planned,No Preference
79-384-7469,50,Male,Single,Oakshire,Groceries,$50.79,12,$609.48,Mixed,2,5/28/2024,Planned,Standard
30-839-5589,42,Female,Married,Summitwood,Hotels,$264.30,10,"$2,643.00",In-Store,2,8/20/2024,Planned,No Preference
76-848-9229,29,Male,Married,Chestnutwood,Animal Feed,$122.46,12,"$1,469.52",Mixed,3,2/15/2024,Wants-based,Standard
98-559-6096,20,Male,Widowed,Glenridge,Software & Apps,$238.01,8,"$1,904.08",In-Store,9,7/13/2024,Need-based,Standard
56-810-2066,40,Non-binary,Married,Havenfield,Home Appliances,$490.34,4,"$1,961.36",In-Store,7,4/17/2024,Need-based,No Preference
55-580-7707,38,Male,Divorced,Starwood,Jewelry & Accessories,$245.98,4,$983.92,Mixed,1,11/29/2024,Planned,Standard
18-605-0795,45,Polygender,Widowed,Ridgewood,Hotels,$390.83,9,"$3,517.47",Online,5,10/28/2024,Impulsive,No Preference
86-268-2904,49,Male,Widowed,Summerdale,Jewelry & Accessories,$158.84,6,$953.04,Online,8,07/12/2024,Need-based,Express
75-847-7630,37,Male,Single,Auburnridge,Baby Products,$439.24,8,"$3,513.92",Mixed,9,7/26/2024,Wants-based,Standard
76-910-2337,23,Polygender,Widowed,Birchland,Toys & Games,$92.43,12,"$1,109.16",Mixed,9,12/05/2024,Need-based,Standard
56-719-7145,48,Female,Married,Meadowridge,Clothing,$333.15,9,"$2,998.35",Mixed,8,08/12/2024,Impulsive,Standard
14-025-2335,19,Male,Divorced,Brookhurst,Luxury Goods,$64.22,9,$577.98,Online,9,01/02/2024,Impulsive,No Preference
10-300-8072,46,Female,Single,Willowbrook,Home Appliances,$290.53,3,$871.59,Online,6,11/04/2024,Planned,No Preference
73-698-2326,39,Male,Divorced,Hazelridge,Baby Products,$251.80,6,"$1,510.80",Mixed,8,07/05/2024,Impulsive,No Preference
01-023-2094,27,Polygender,Divorced,Hillsworth,Sports & Outdoors,$480.52,3,"$1,441.56",Online,5,4/30/2024,Planned,No Preference
65-359-4645,28,Female,Married,Greenbriar,Packages),$461.71,10,"$4,617.10",Mixed,9,2/16/2024,Planned,Standard
33-405-7978,50,Female,Married,Crestfield,Software & Apps,$288.34,12,"$3,460.08",Mixed,8,3/20/2024,Need-based,Express
09-783-7921,19,Female,Divorced,Redfern,Gardening & Outdoors,$194.08,3,$582.24,In-Store,2,10/27/2024,Wants-based,Standard
76-561-2427,27,Agender,Widowed,Windfield,Travel & Leisure (Flights,$198.45,11,"$2,182.95",Online,8,05/04/2024,Wants-based,No Preference
82-467-3300,23,Male,Married,Willowvale,Baby Products,$216.45,5,"$1,082.25",Mixed,7,10/31/2024,Need-based,No Preference
92-946-7398,19,Female,Widowed,Grandview,Baby Products,$358.72,5,"$1,793.60",In-Store,8,02/06/2024,Impulsive,Standard
59-891-2990,22,Female,Widowed,Riverdale,Luxury Goods,$367.56,9,"$3,308.04",Online,8,7/18/2024,Need-based,Standard
22-579-3978,40,Male,Divorced,Auburnwood,Clothing,$88.78,10,$887.80,Online,7,01/06/2024,Planned,Standard
22-352-0576,48,Male,Married,Ridgepoint,Food & Beverages,$465.85,10,"$4,658.50",Online,10,04/04/2024,Wants-based,Standard
28-676-0614,49,Male,Married,Bramblewood,Clothing,$262.61,3,$787.83,In-Store,10,2/28/2024,Wants-based,Standard
07-211-9364,45,Agender,Widowed,Glenhaven,Home Appliances,$91.24,8,$729.92,In-Store,4,10/28/2024,Wants-based,Standard
98-238-6733,42,Female,Married,Silverwood,Luxury Goods,$425.69,5,"$2,128.45",In-Store,4,6/21/2024,Impulsive,No Preference
72-006-3769,41,Female,Married,Meadowwood,Packages),$446.11,9,"$4,014.99",Mixed,10,06/06/2024,Wants-based,Express
75-845-3143,23,Bigender,Single,Maplehurst,Software & Apps,$490.11,8,"$3,920.88",Online,1,12/24/2024,Planned,Standard
26-028-2671,44,Female,Divorced,Rockridge,Sports & Outdoors,$403.57,6,"$2,421.42",Online,2,11/14/2024,Impulsive,Express
55-876-7407,42,Female,Married,Northgate,Packages),$442.15,10,"$4,421.50",Mixed,1,12/18/2024,Need-based,No Preference
47-720-9520,49,Female,Widowed,Willowfield,Sports & Outdoors,$78.71,5,$393.55,Online,10,04/10/2024,Planned,No Preference
42-207-5005,45,Female,Widowed,Chestnutvale,Furniture,$491.51,2,$983.02,Mixed,1,12/06/2024,Need-based,No Preference
47-266-2261,36,Female,Single,Crestwood,Furniture,$457.39,12,"$5,488.68",In-Store,5,10/29/2024,Impulsive,Standard
